COD_ID,NOME,tipo,SUB,SUB_NOME,UNI_TR_AT,TEN_NOM,TEN_NOM_kV,MUN,km_MT,ENE_MWh_ano,ENE_UC_MWh_ano,n_UNTRMT,kVA_instalado,n_UCBT,n_UCMT,n_DER,kW_DER,chaves_total,chaves_NA,chaves_NF,chaves_telecomandadas,NA_interligacao,NA_interligacao_telecomandada,NA_interligacao_SE,NA_interligacao_campo,NA_interligacao_campo_telecomandada,n_vizinhos,vizinhos,n_UNREMT,n_UNCRMT,lon_min,lat_min,lon_max,lat_max,score,n_clientes,CONJ_CODIGO,CONJ_NOME,ties_campo,ties_telecomandadas,ties_manuais,pares_ctmt_vizinho,grau,sem_socorro,alimentadores_socorro,subestacoes_socorro,subestacoes_socorro_nomes,conjuntos_socorro,conjuntos_socorro_nomes,chaves_campo,componente_id,tamanho_componente
LPD29232,LDA FRAMBAR,LDA,10386033,SETD LEOPOLDO,10401385,46,13.2,3304557,6.722,16962.73,11715.172,61,7900.0,4084,2,28,147.47,49,12,37,1008046620;494595875,13,2,0,13,2,7,ALC3166;ALC3403;ALC3601;ALC734;ALC9993;LPD29159;LPD29168,0,0,-43.255117,-22.931734,-43.244385,-22.909538,53118,4086,15030,LEOPOLDO AEREO,13,2,11,13,7,False,ALC3166;ALC3403;ALC3601;ALC734;ALC9993;LPD29159;LPD29168,10385889;10386033,SETD ALDEIA CAMPISTA;SETD LEOPOLDO,15030;15033,ALDEIA CAMPISTA;LEOPOLDO AEREO,1008046620;1008248410;11006836;11008201;11008390;11056833;11056840;11056861;11094042;11136420;489664102;494595875;494595884,1,1097
CSO014,LDA THOMAZ,LDA,18520821,SETD COMENDADOR SOARES,18915350,46,13.2,3303500,10.133,18573.04,8323.688,53,5677.5,4078,0,67,394.82,23,8,15,702760414;975893167,14,2,1,13,2,8,CSO002;CSO003;CSO009;CSO010;CSO012;CSO013;NIG005;NIG015,0,0,-43.482229,-22.75869,-43.460726,-22.746533,53014,4078,15048,COMENDADOR SOARES,13,2,11,14,7,False,CSO002;CSO003;CSO009;CSO010;CSO012;NIG005;NIG015,18519976;18520821,SETD COMENDADOR SOARES;SETD NOVA IGUACU,15048;15692,COMENDADOR SOARES;NOVA IGUACU,135355739;20672175;20674996;20675003;20675080;20709219;20709233;20819412;20819482;20819489;697096643;702760414;975893167,1,1097
TQR33826,LDA LARA,LDA,10385871,SETD TAQUARA,10401220,46,13.2,3304557,11.507,25595.0,22749.774,68,9522.5,3876,11,148,1522.157,66,15,51,1008321434;497747686;512617965;823151303,15,4,2,13,4,9,CUR33133;CUR33332;CUR33800;TQR00001;TQR00003;TQR33839;TQR33842;TQR33862;TQR60111,0,0,-43.384155,-22.936247,-43.372,-22.911716,50531,3887,15023,TAQUARA AEREO,13,4,9,13,7,False,CUR33133;CUR33332;CUR33800;TQR00001;TQR00003;TQR33839;TQR60111,10385871;10386042,SETD CURICICA;SETD TAQUARA,15023;16901,CURICICA AEREO;TAQUARA AEREO,1008321434;11065600;11074356;11077100;11093755;11093762;11093832;131940431;132311795;164013739;497747686;512617965;823151303,1,1097
ITP0003,LDS 24364/LRA MANSOES/LRA AUTUORI,LDS,10385988,SETD ITAPEBA,22328959,46,13.2,3304557,18.866,22481.427,21094.079,59,9222.5,878,10,192,2545.514,85,18,67,10917658;10917707;10917728;10917805;51249109,13,5,0,13,5,7,AVD0001;AVD30048;AVD30081;AVD30282;AVD33357;ITP0002;ITP3164,0,0,-43.435668,-23.010282,-43.388192,-22.99471,11544,888,15066,ITAPEBA AEREO URBANO,13,5,8,13,7,False,AVD0001;AVD30048;AVD30081;AVD30282;AVD33357;ITP0002;ITP3164,10385943;10385988,SETD ALVORADA;SETD ITAPEBA,15004;15060;15066,ALVORADA;ITAPEBA AEREO URBANO;ITAPEBA SUBTERRANEO,10916909;10917658;10917707;10917728;10917805;11137008;11214035;11214854;38560969;47672150;51249109;51632116;984292170,1,1097
SRP001,LDA AVELAR/BOLERO,LDA,18520803,SETD SARAPUI,18915245,46,13.2,3301702,41.032,57610.448,17813.87,222,22852.5,10492,30,75,1807.906,126,16,110,583202623;781405038,13,2,0,13,2,6,ELD001;SRP00012;SRP0003;SRP008;SRP011;SRP014,0,1,-43.347746,-22.723538,-43.293028,-22.669901,136786,10522,15000,SARAPUI,13,2,11,14,6,False,ELD001;SRP00012;SRP0003;SRP008;SRP011;SRP014,18520803;18521352,SETD ELDORADO;SETD SARAPUI,15000;15005,ELDORADO;SARAPUI,134376527;147288743;20671202;20694232;20696157;20696185;39810114;462485288;475814120;505287902;583202623;781405038;781405047,1,1097
ESP009,LDA ATERLEME,LDA,18519958,SETD ESPERANCA,18915335,46,13.2,3304557,20.524,43716.153,17459.959,125,16342.5,7583,8,58,559.89,69,21,48,488657394;776389613;995714192,13,3,0,13,3,6,ESP003;ESP005;ESP006;ESP014;ESP018;ZIN005,0,1,-43.683724,-22.914449,-43.659696,-22.881972,98683,7591,16899,ESPERANCA AEREO AT/MT,13,3,10,13,6,False,ESP003;ESP005;ESP006;ESP014;ESP018;ZIN005,18519958;18520911,SETD ESPERANCA;SETD ZONA INDUSTRIAL,15070;15696;16899,ESPERANCA AEREO AT/MT;ESPERANCA AEREO MT/MT;ZONA INDUSTRIAL,140718676;20670446;20670537;20670558;20670565;20670572;20707105;20714798;26601219;488657394;587854005;776389613;995714192,1,1097
PMG002,LDA ANTONIL,LDA,18520479,SETD PADRE MIGUEL,18915115,46,13.2,3304557,14.053,18811.321,10949.782,72,8347.5,5019,3,66,500.58,46,14,32,647518087;690054449;690075922,13,3,0,13,3,6,AFR005;CAM003;CAM019;PMG00019;PMG0017;PMG007,0,1,-43.453414,-22.890909,-43.425497,-22.863983,65286,5022,14991,CAMARA,13,3,10,13,6,False,AFR005;CAM003;CAM019;PMG00019;PMG0017;PMG007,18520461;18520479;18520488,SETD ARI FRANCO;SETD CAMARA;SETD PADRE MIGUEL,14991;15010;15019,ARI FRANCO;CAMARA;PADRE MIGUEL,20695387;20695555;20695562;20717983;20777862;20805990;20816346;288841217;647518078;647518087;690054449;690075922;978473804,1,1097
ESP003,LDA HERVAL,LDA,18519958,SETD ESPERANCA,18915330,46,13.2,3304557,8.398,25172.645,9081.682,74,7785.0,4961,5,40,284.46,75,14,61,458809998;776389613,14,2,1,13,2,7,ESP005;ESP009;ESP010;ESP015;ESP016;ESP018;ESP019,0,0,-43.687665,-22.914844,-43.671238,-22.9001,64558,4966,16899,ESPERANCA AEREO AT/MT,13,2,11,15,6,False,ESP005;ESP009;ESP010;ESP015;ESP018;ESP019,18519958,SETD ESPERANCA,15070;16899,ESPERANCA AEREO AT/MT;ESPERANCA AEREO MT/MT,140718676;20670572;20697886;20714784;20714798;20714868;20714875;20714882;20714973;20714987;20779605;458809998;776389613,1,1097
BPD24650,LDS 24650/CA/M/VI/M/O/S,LDS,10385961,SETD BAEPENDI,10401430,46,13.2,3304557,18.309,22802.916,15865.737,90,10357.5,4033,4,76,643.621,75,17,58,494252389;701128616;972865917,16,3,3,13,3,7,BPD24186;BPD24726;BPD34707;BPD4813;FCN3728;FCN758;SMT33668,0,0,-43.205838,-22.946182,-43.180614,-22.929201,52481,4037,15026,BAEPENDI AEREO,13,3,10,14,6,False,BPD24186;BPD24726;BPD4813;FCN3728;FCN758;SMT33668,10385961;10385997;10386105,SETD BAEPENDI;SETD FREI CANECA;SETD SAMARITANO,15026;15049;15063;15078,BAEPENDI AEREO;BAEPENDI SUBTERRANEO;FREI CANECA AEREO;SAMARITANO AEREO URBANO,1026098535;11039639;11153663;11240896;11307562;11307604;11308416;29413994;425702954;494252389;494252404;701128616;972865917,1,1097
CMT29137,LDA FROLICK/LDA LIVRAMENTO,LDA,10386051,SETD CAMPO MARTE,10401380,46,13.2,3304557,13.052,29660.524,23139.962,61,11592.5,3556,28,34,534.64,71,10,61,1007248041;519063016;746907047,13,3,0,13,3,6,CMR33090;CMT29129;CMT29141;CMT29278;CMT29359;TRV705,0,0,-43.22806,-22.903964,-43.196011,-22.893896,46592,3584,15047,CAMPO MARTE AEREO,13,3,10,13,6,False,CMR33090;CMT29129;CMT29141;CMT29278;CMT29359;TRV705,10385898;10386015;10386051,SETD CAMERINO;SETD CAMPO MARTE;SETD TROVAO,15020;15047;15068,CAMERINO AEREO URBANO;CAMPO MARTE AEREO;TROVAO AEREO,1007248041;11061568;11061757;11094630;11120969;134234787;445481035;455078519;471846445;519063016;636594103;746447582;746907047,1,1097
LPD33251,LDA CONDEBEL,LDA,10386033,SETD LEOPOLDO,10401470,46,13.2,3304557,5.366,16884.863,10747.284,54,6795.0,3269,6,24,143.94,37,9,28,739882027;985284125,13,2,0,13,2,6,ALC3403;LPD29027;LPD29145;LPD29168;LPD29480;LPD33255,0,0,-43.262879,-22.931702,-43.253449,-22.913891,42575,3275,15030,LEOPOLDO AEREO,13,2,11,13,6,False,ALC3403;LPD29027;LPD29145;LPD29168;LPD29480;LPD33255,10385889;10386033,SETD ALDEIA CAMPISTA;SETD LEOPOLDO,15030,LEOPOLDO AEREO,11037882;11039149;11039240;11039247;11074804;11074853;502672838;532657939;579093224;628688851;739882027;739882036;985284125,1,1097
QMD005,LSA GUANDU,LSA,18520893,SETD QUEIMADOS,18915295,67,25.0,3304144,66.306,41806.173,11544.464,185,26895.0,9928,5,34,274.116,132,31,101,,22,2,9,13,0,8,QMD001;QMD002;QMD007;QMD008;QMD009;QMD010;STC00009;STC0014,0,0,-43.595593,-22.786927,-43.537988,-22.740088,129129,9933,15692,NOVA IGUACU,13,0,13,13,5,False,QMD001;QMD007;QMD010;STC00009;STC0014,18520893;34192093,SETD QUEIMADOS;SETD SANTA CLARA,15052;15698,QUEIMADOS AEREO;SANTA CLARA AEREO,135677588;20682101;20682157;20682206;20694729;20694743;20712474;25671250;25671598;25721759;25938552;84712045;95412791,1,1097
TRS007,LDA MACONARIA,LDA,18520326,SETD TRES RIOS,18915125,46,13.2,3306008,15.619,25605.794,20699.413,94,9342.5,7567,7,61,449.95,51,15,36,655865618,14,1,1,13,1,6,TRS001;TRS002;TRS006;TRS008;TRS010;TRS013,0,1,-43.234201,-22.124606,-43.185646,-22.106894,98462,7574,15087,TRES RIOS AEREO AT/MT,13,1,12,13,5,False,TRS001;TRS002;TRS006;TRS008;TRS010,18520326,SETD TRES RIOS,15087;15088,TRES RIOS AEREO AT/MT;TRES RIOS AEREO MT/MT,113885505;20727461;20727503;20727517;20727538;20770012;20789583;20789597;20789625;20804121;30467243;57187510;655865618,1,1097
CRM0004,LDA GAZA,LDA,280389625,SETD CARMARI,280389924,46,13.2,3303500,25.408,30875.015,11838.905,138,11625.0,7069,3,73,540.61,52,10,42,745563033;987405364,13,2,0,13,2,5,CRM0005;CRM0009;CRM0011;NIG012;NIG029,0,0,-43.463621,-22.729082,-43.432493,-22.706485,91936,7072,15691,CARMARI,13,2,11,13,5,False,CRM0005;CRM0009;CRM0011;NIG012;NIG029,18519976;280389625,SETD CARMARI;SETD NOVA IGUACU,15691;15692,CARMARI;NOVA IGUACU,20682584;20707903;20719691;250688059;250778207;285701338;295040762;495871298;663612112;745563023;745563033;782916515;987405364,1,1097
SJO0004,LDA LINOSILVA,LDA,310718139,SETD SAO JOAO,310718324,46,13.2,3301702,9.325,23790.059,3915.846,47,5265.0,5274,1,26,180.46,56,14,42,758938854,14,1,1,13,1,5,CXS024;SJO0005;SJO0007;SJO0012;SJO0013,0,4,-43.336182,-22.769899,-43.308383,-22.758403,68575,5275,15699,SAO JOAO,13,1,12,13,5,False,CXS024;SJO0005;SJO0007;SJO0012;SJO0013,18520785;310718139,SETD CAXIAS;SETD SAO JOAO,15699,SAO JOAO,108440707;113520688;20677131;20677138;20677159;20677194;20677264;20677292;20687113;270019637;270019681;758938854;758938865,1,1097
STC00002,LDA OLIMPIA,LDA,34192093,SETD SANTA CLARA,34192098,46,13.2,3304144,16.143,26568.466,6892.361,81,8355.0,5099,1,21,272.68,50,10,40,690161850,14,1,1,13,1,6,CRM0010;RFR002;STC00004;STC00006;STC00009;STC00010,0,3,-43.552824,-22.723183,-43.509152,-22.692249,66300,5100,15052,SANTA CLARA AEREO,13,1,12,13,5,False,CRM0010;RFR002;STC00004;STC00006;STC00010,18520767;280389625;34192093,SETD CARMARI;SETD ROCHA FREIRE;SETD SANTA CLARA,15052;15691;15693,CARMARI;ROCHA FREIRE AEREO AT/MT;SANTA CLARA AEREO,20667849;20685839;20685902;20704809;20736218;20739858;208074393;20808244;220939424;29831366;39449676;690161841;690161850,1,1097
CRO0035,LDA PERNAMBUCANA,LDA,18521055,SETD COELHO DA ROCHA,18915455,46,13.2,3305109,9.862,23624.448,12882.524,72,8182.5,5034,4,77,517.59,33,7,26,766801137,14,2,1,13,1,6,CRO0016;CRO002;CRO007;CRO011;ROS008;ROS012,0,1,-43.390461,-22.786905,-43.369302,-22.772143,65494,5038,15035,COELHO DA ROCHA,13,1,12,13,5,False,CRO0016;CRO002;CRO011;ROS008;ROS012,18519985;18521055,SETD COELHO DA ROCHA;SETD ROSALI,14996,ROSALI,109037783;20660209;20722862;20722883;20728735;20813056;20813063;20813070;20813112;346380469;393583762;398157604;766801137,1,1097
WLS002,LDA CAER,LDA,18519994,SETD WASHINGTON LUIS,254600861,46,13.2,3301702,10.182,41791.131,37700.689,83,12612.5,4742,24,39,540.01,65,16,49,1002365613;870192083;989595302,13,3,0,13,3,5,CXS001;WLS00017;WLS003;WLS006;WLS009,0,1,-43.306814,-22.794839,-43.281386,-22.784243,61958,4766,15073,WASHINGTON LUIS AEREO,13,3,10,13,5,False,CXS001;WLS00017;WLS003;WLS006;WLS009,18519994;18520785,SETD CAXIAS;SETD WASHINGTON LUIS,15073;15700,CAXIAS AEREO;WASHINGTON LUIS AEREO,1002365613;107435903;138434308;20707672;20707679;20707812;20725375;25394051;38836062;706655048;719056128;870192083;989595302,1,1097
PER29452,LDA ARATIN,LDA,1240,SETD PEDRO ERNESTO,1248279,46,13.2,3304557,10.593,16717.832,12542.219,78,9277.5,3231,11,32,543.92,59,19,40,,13,0,0,13,0,5,PER29506;PER670;PER70299;PER874;RAM33315,0,0,-43.261575,-22.853703,-43.246796,-22.841369,42146,3242,15061,PEDRO ERNESTO AEREO,13,0,13,14,5,False,PER29506;PER670;PER70299;PER874;RAM33315,1132;1240,SETD PEDRO ERNESTO;SETD RAMOS,15015;15061,PEDRO ERNESTO AEREO;RAMOS AEREO,1582559;1582573;1582615;1582685;1583826;1583945;1600094;1616019;1616040;1620086;1620240;1620429;1620548,1,1097
AVD30048,LDS 30048/LRA JEAN,LDS,10385943,SETD ALVORADA,10401310,46,13.2,3304557,17.187,11766.153,10550.803,40,7550.0,523,3,42,809.31,38,11,27,10917672;10917756;10917777;40724559;7596586,13,5,0,13,5,5,AVD0001;AVD30081;AVD33351;ITP0002;ITP0003,0,0,-43.403501,-23.006215,-43.36692,-22.990606,6838,526,15004,ALVORADA,13,5,8,14,5,False,AVD0001;AVD30081;AVD33351;ITP0002;ITP0003,10385943;10385988,SETD ALVORADA;SETD ITAPEBA,15004;15060;15066,ALVORADA;ITAPEBA AEREO URBANO;ITAPEBA SUBTERRANEO,10917672;10917756;10917777;11214035;29431194;40724559;469175417;50618160;531665914;58348485;60000226;7596586;984292170,1,1097
RFR004,LSA CANARIO,LSA,18520767,SETD ROCHA FREIRE,18915425,67,25.0,3303500,66.938,44791.757,13127.355,195,29727.5,9139,8,64,1369.311,175,42,133,,16,2,3,13,0,5,CRM0006;CRM0009;RFR002;RFR005;RFR007,0,0,-43.471655,-22.706201,-43.39177,-22.641231,118911,9147,15693,ROCHA FREIRE AEREO AT/MT,13,0,13,13,4,False,CRM0006;CRM0009;RFR005;RFR007,18520767;280389625,SETD CARMARI;SETD ROCHA FREIRE,15691;15693,CARMARI;ROCHA FREIRE AEREO AT/MT,132092601;137691507;137798847;143595831;20678636;20678650;20684180;20703514;20703528;273682400;420880735;622192013;941154693,1,1097
REC0015,LDA RAMIDAN,LDA,132097219,SETD RECREIO,132023773,46,13.2,3304557,12.698,30862.0,25558.424,113,17880.0,8590,3,133,926.63,69,11,58,330904309,13,1,0,13,1,4,ITP33396;REC00002;REC0001;REC7,0,0,-43.479527,-23.030711,-43.46633,-23.010787,111709,8593,14999,RECREIO,13,1,12,13,4,False,ITP33396;REC00002;REC0001;REC7,10385988;132097219,SETD ITAPEBA;SETD RECREIO,14999;15066,ITAPEBA AEREO URBANO;RECREIO,11063654;11063955;11063997;11064004;11064697;11152725;131993322;330904309;574279799;574279819;608949853;769961522;8124632,1,1097
CSO00015,LDA FURMAN,LDA,18520821,SETD COMENDADOR SOARES,18915240,46,13.2,3303500,22.826,29718.943,11584.65,101,9007.5,8343,3,46,294.46,62,14,48,758002757;764413706;993627338,13,3,0,13,3,4,CSO001;CSO005;CSO006;CSO012,0,5,-43.519511,-22.769988,-43.481778,-22.755204,108498,8346,15048,COMENDADOR SOARES,13,3,10,13,4,False,CSO001;CSO005;CSO006;CSO012,18520821,SETD COMENDADOR SOARES,15048,COMENDADOR SOARES,101226795;20672014;20672049;20672091;20721546;20721623;20721665;20726285;758002747;758002757;764413706;764413724;993627338,1,1097
CMS009,LDA IMBO,LDA,18520839,SETD COSMOS,18915265,46,13.2,3304557,17.242,31919.088,15643.002,114,12570.0,7722,5,119,882.31,45,11,34,688972373;963088439,14,2,1,13,2,5,CMS003;CMS004;CMS005;CMS008;CMS015,0,0,-43.62905,-22.905533,-43.598893,-22.881458,100451,7727,16897,COSMOS,13,2,11,13,4,False,CMS003;CMS004;CMS008;CMS015,18520839,SETD COSMOS,16897;16900,COSMOS;PACIENCIA,20672448;20672518;20672525;20672546;20672602;20672630;20717647;20746763;20814540;20814603;20814834;688972373;963088439,1,1097
ABR012,LDA XAVANTES,LDA,18520731,SETD AREIA BRANCA,18915185,46,13.2,3300456,11.693,21324.447,4714.544,64,6240.0,5395,1,32,356.97,33,14,19,107148347,13,1,0,13,1,4,ABR00019;ABR001;ABR005;ABR016,0,0,-43.41655,-22.748876,-43.397428,-22.715265,70148,5396,15054,AREIA BRANCA AEREO,13,1,12,13,4,False,ABR00019;ABR001;ABR005;ABR016,18520731,SETD AREIA BRANCA,15054,AREIA BRANCA AEREO,107148347;107569200;107880111;133479057;20702905;20766232;20820882;20820952;20821008;20821099;20821106;20821113;20821120,1,1097
LPD29027,LDA GURUPI,LDA,10386033,SETD LEOPOLDO,10401385,46,13.2,3304557,6.694,17071.689,15153.132,68,8677.5,3679,3,74,590.973,64,20,44,653636993;688895070,17,4,4,13,2,7,LPD24070;LPD29168;LPD29304;LPD29480;LPD33246;LPD33251;LPD33255,0,6,-43.267297,-22.931593,-43.253452,-22.919424,47866,3682,15030,LEOPOLDO AEREO,13,2,11,13,4,False,LPD29480;LPD33246;LPD33251;LPD33255,10386033,SETD LEOPOLDO,15030,LEOPOLDO AEREO,11074804;11074853;11074916;11074972;11074979;502672838;514438507;628688851;653636976;653636993;670851629;688895070;688895085,1,1097
BAR4998,LDS 4998/LDA LAGO,LDS,10385907,SETD BARRA,10401615,46,13.2,3304557,8.182,8705.558,8151.794,45,7262.5,1341,2,45,346.57,58,17,41,10917322;10917336;54984925,13,3,0,13,3,4,BAR30673;BAR33368;BAR3515;BAR4841,0,0,-43.327867,-23.012085,-43.308076,-22.998274,17459,1343,15013,BARRA AEREO,13,3,10,13,4,False,BAR30673;BAR33368;BAR3515;BAR4841,10385907,SETD BARRA,15013;15690,BARRA AEREO;BARRA SUBTERRANEO,10917322;10917336;11009328;11092747;11092803;11092866;11093209;39969093;40021649;50627290;51292102;522739696;54984925,1,1097
CEN001,LSA BARAO,LSA,18520353,SETD CENTENARIO,18915135,67,25.0,3306206,179.409,30312.202,53549.358,499,54635.0,20071,31,279,13313.803,309,50,259,1004920532,22,4,9,13,1,4,CEN003;CEN006;SCI002;SCI005,1,0,-43.820947,-22.400632,-43.634491,-22.065617,261326,20102,15074,CENTENARIO AEREO AT/MT,13,1,12,13,3,False,CEN003;SCI002;SCI005,18520299;18520353,SETD CENTENARIO;SETD SANTA CECILIA,15089;15090,CENTENARIO AEREO MT/MT;SANTA CECILIA AEREO MT/MT,1004920532;135175990;20673715;20674541;20674555;20674604;20674618;20714154;20714287;20758578;20776602;20817403;514210870,1,1097
TQR0007,LDA PARNAIBA,LDA,10385871,SETD TAQUARA,358368704,46,13.2,3304557,16.474,23886.0,16186.021,82,10405.0,6268,4,118,857.97,50,10,40,1007642983;625884927;752622332,13,3,0,13,3,3,TQR33830;TQR33859;TQR33862,0,0,-43.42375,-22.916083,-43.373009,-22.90452,81536,6272,15023,TAQUARA AEREO,13,3,10,13,3,False,TQR33830;TQR33859;TQR33862,10385871,SETD TAQUARA,15023,TAQUARA AEREO,1007642983;11026081;11026438;11026494;11038232;134733185;137253951;257936323;258481641;270431842;456619686;625884927;752622332,1,1097
MNB011,LDA GEVARGAS,LDA,18520902,SETD MENA BARRETO,18915320,46,13.2,3302858,5.162,18828.656,15895.914,51,8537.5,2650,17,24,183.43,42,13,29,,13,0,0,13,0,3,MNB006;MNB010;PVN9848,0,0,-43.423275,-22.812599,-43.413093,-22.797734,34671,2667,15057,MENA BARRETO AEREO,13,0,13,13,3,False,MNB006;MNB010;PVN9848,1303;18520902,SETD MENA BARRETO;SETD PAVUNA,14994;15057,MENA BARRETO AEREO;PAVUNA,20708666;20708687;20708694;20708701;20708771;20708778;20708785;20708792;20728091;20735329;20788092;305763796;918250450,1,1097
MTO00004,LSA CETEX,LSA,29148432,SETD MATO ALTO,113095915,67,25.0,3304557,88.079,65540.292,29623.457,296,41017.5,14130,15,321,4393.568,210,48,162,434909269;550394086;628976635;689938511;963054087,23,7,10,13,5,4,MTO00001;MTO00002;MTO0003;STS001,0,0,-43.616861,-23.072458,-43.5218,-22.941029,183885,14145,16898,MATO ALTO,13,5,8,13,2,False,MTO00002;MTO0003,29148432,SETD MATO ALTO,16898;16900,MATO ALTO;PACIENCIA,142453465;23262669;23740077;23741061;300159275;434909269;472636302;550394086;609603254;628976635;689938511;780920387;963054087,1,1097
BPN20131,LSA TIBOIM,LSA,1159,SETD BRAS DE PINA,1248219,67,25.0,3304557,19.906,7507.42,7332.215,0,0.0,0,2,0,0.0,34,6,28,,14,0,2,12,0,13,BPN00001;BPN20135;BPN325;CCD205;CCD224;CCD268;MRT273;MTC006;PER33741;PER70278;TER12912;TRG223;TRG275,0,0,-43.310731,-22.870617,-43.266832,-22.825019,24,2,15024,TRIAGEM AEREO,12,0,12,12,11,False,BPN00001;BPN20135;CCD205;CCD224;CCD268;MRT273;PER33741;PER70278;TER12912;TRG223;TRG275,1123;1159;1186;1204;1240;1312,SETD BRAS DE PINA;SETD CASCADURA;SETD MERITI;SETD PEDRO ERNESTO;SETD TERRA NOVA;SETD TRIAGEM,15017;15044;15061,BRAS DE PINA;PEDRO ERNESTO AEREO;TERRA NOVA AEREO,134738017;1588138;1598862;1605743;1605834;1605862;1611917;1615963;16416007;579264895;649124289;714706243,1,1097
PMG013,LDA VILAMIL,LDA,18520479,SETD PADRE MIGUEL,18915110,46,13.2,3304557,32.999,30891.443,23797.355,140,11100.0,2947,33,26,285.37,136,23,113,538132727;581935834,12,2,0,12,2,9,GDL29585;GDL29792;PMG00019;PMG001;PMG0012;PMG0015;PMG005;PMG006;VVQ9898,0,0,-43.426241,-22.890975,-43.38488,-22.852926,35760,2980,15019,PADRE MIGUEL,12,2,10,13,9,False,GDL29585;GDL29792;PMG00019;PMG001;PMG0012;PMG0015;PMG005;PMG006;VVQ9898,1177;1258;18520479,SETD GUADALUPE;SETD PADRE MIGUEL;SETD VILA VALQUEIRE,15019;15032;15036,GUADALUPE AEREO;PADRE MIGUEL;VILA VALQUEIRE,1584435;1584442;20659866;20660020;20660027;20767933;20768059;20818901;23217672;538132727;581935834;986952435,1,1097
PDG208,LSA MARECHAL,LSA,10385916,SETD PORTA DAGUA,10401275,67,25.0,3304557,16.106,0.0,0.0,0,0.0,0,0,0,0.0,22,9,13,653795960;696727360;699260807;971727982,12,4,0,12,4,9,CCD237;CCD255;PDG219;PDG280;PDG33651;PDG33662;TQR00001;TQR00007;TQR0006,0,0,-43.413946,-22.970867,-43.331371,-22.922102,0,0,,,12,4,8,13,9,False,CCD237;CCD255;PDG219;PDG280;PDG33651;PDG33662;TQR00001;TQR00007;TQR0006,10385871;10385916;1186,SETD CASCADURA;SETD PORTA DAGUA;SETD TAQUARA,15023;15034;16902,CASCADURA AEREO;PORTA DAGUA AEREO;TAQUARA AEREO,11062408;11075126;11091795;11100205;11103327;131940431;653795960;696727360;699260807;7331245;878294821;971727982,1,1097
CUR33326,LDA DAMASIO,LDA,10386042,SETD CURICICA,676429630,46,13.2,3304557,8.959,19841.92,9801.422,36,3990.0,1236,4,16,277.72,30,5,25,932205992,12,1,0,12,1,8,CUR33135;CUR33144;CUR33309;CUR33332;CUR33442;CUR33777;ITP33370;PDG219,0,0,-43.409306,-22.980381,-43.378476,-22.95675,14880,1240,16901,CURICICA AEREO,12,1,11,14,8,False,CUR33135;CUR33144;CUR33309;CUR33332;CUR33442;CUR33777;ITP33370;PDG219,10385916;10385988;10386042,SETD CURICICA;SETD ITAPEBA;SETD PORTA DAGUA,15066;16901;16902;16903,CURICICA AEREO;GARDENIA;ITAPEBA AEREO URBANO;PORTA DAGUA AEREO,11008649;11053956;11053963;11053977;11053984;11093349;11119191;11137750;134956182;521429217;684918765;932205992,1,1097
TQR33839,LDA IPADU,LDA,10385871,SETD TAQUARA,10401225,46,13.2,3304557,19.445,39052.0,29808.684,152,18622.5,8683,16,290,2207.18,82,17,65,269743163;628345391;716312276,14,3,2,12,3,8,CCD237;CUR33119;CUR33764;TQR00003;TQR33826;TQR33830;TQR33842;TQR60111,0,1,-43.406464,-22.937194,-43.372906,-22.911779,104388,8699,15023,TAQUARA AEREO,12,3,9,12,7,False,CCD237;CUR33119;CUR33764;TQR00003;TQR33826;TQR33842;TQR60111,10385871;10386042;1186,SETD CASCADURA;SETD CURICICA;SETD TAQUARA,15023;15034;16901,CASCADURA AEREO;CURICICA AEREO;TAQUARA AEREO,1008720778;11056434;11076099;11076106;11093755;11120185;11155259;135085096;135364191;269743163;628345391;716312276,1,1097
PVN9848,LDA ITATIBA,LDA,1303,SETD PAVUNA,1248394,46,13.2,3304557,11.483,24460.88,13334.248,74,8272.5,6602,5,55,863.883,31,5,26,757307125,13,1,1,12,1,7,MNB002;MNB010;MNB011;PVN0006;PVN29958;PVN70296;PVN9897,0,1,-43.413983,-22.820281,-43.38802,-22.807853,79284,6607,14994,PAVUNA,12,1,11,12,7,False,MNB002;MNB010;MNB011;PVN0006;PVN29958;PVN70296;PVN9897,1303;18520902,SETD MENA BARRETO;SETD PAVUNA,14994;15057,MENA BARRETO AEREO;PAVUNA,1553598;1624972;1625084;20675164;20705166;20708757;20708799;20780158;20781957;20788092;27820892;757307125,1,1097
PCI0006,LDA SANTA EUGENIA,LDA,450101398,SETD PACIENCIA,450101974,46,13.2,3304557,17.607,31022.769,10015.066,91,9517.5,6077,3,50,327.22,58,15,43,766771071;771915285;931407251,14,3,2,12,3,8,CMS004;ESP006;ESP014;ESP017;PCI0008;PCI0009;PCI0010;PCI3620,0,0,-43.654921,-22.935677,-43.625804,-22.904298,72960,6080,16900,PACIENCIA,12,3,9,13,7,False,CMS004;ESP014;ESP017;PCI0008;PCI0009;PCI0010;PCI3620,18519958;18520839;450101398,SETD COSMOS;SETD ESPERANCA;SETD PACIENCIA,16897;16899;16900,COSMOS;ESPERANCA AEREO AT/MT;PACIENCIA,140744468;20232590;20667618;20667625;20667653;20667737;20688884;20815828;468866174;766771071;771915285;931407251,1,1097
